Region,Country,Item Type,Sales Channel,Order ID,Units Sold,Unit Price,Unit Cost,Total Profit
Europe,Norway,Meat,Online,696844613,661,421.89,364.69,37809.2
Middle East and North Africa,Israel,Fruits,Online,482453715,7630,9.33,6.92,18388.3
Central America and the Caribbean,Cuba,Office Supplies,Offline,412601697,6866,651.21,524.96,866832.5
Central America and the Caribbean,Nicaragua,Meat,Offline,174837386,7123,421.89,364.69,407435.6
Middle East and North Africa,Kuwait,Personal Care,Offline,877022111,9187,81.73,56.67,230226.22
North America,United States of America,Cereal,Offline,997329699,876,205.7,117.11,77604.84
Sub-Saharan Africa,Rwanda,Snacks,Offline,434246480,2038,152.58,97.44,112375.32
Central America and the Caribbean,Jamaica,Cereal,Online,956571280,9554,205.7,117.11,846388.86
Europe,Czech Republic,Personal Care,Online,353415429,2334,81.73,56.67,58490.04
Sub-Saharan Africa,Kenya,Vegetables,Online,984202754,6321,154.06,90.93,399044.73
Sub-Saharan Africa,Central African Republic,Beverages,Offline,328669583,9488,47.45,31.79,148582.08
Middle East and North Africa,Jordan,Cosmetics,Offline,436864745,6841,437.2,263.33,1189444.67
Middle East and North Africa,Tunisia ,Household,Offline,279149568,5415,668.27,502.54,897427.95
Europe,Andorra,Cereal,Online,696197879,9278,205.7,117.11,821938.02
North America,United States of America,Household,Offline,348996007,4529,668.27,502.54,750591.17
Sub-Saharan Africa,Cote d'Ivoire,Beverages,Offline,668842780,4297,47.45,31.79,67291.02
Europe,Iceland,Cosmetics,Online,907349526,3743,437.2,263.33,650795.41
Europe,Poland,Personal Care,Offline,386440074,5060,81.73,56.67,126803.6
Sub-Saharan Africa,Madagascar,Vegetables,Offline,748350751,2472,154.06,90.93,156057.36
Central America and the Caribbean,Saint Kitts and Nevis ,Personal Care,Online,105630385,7233,81.73,56.67,181258.98
Asia,Sri Lanka,Cosmetics,Offline,691140305,2630,437.2,263.33,457278.1
Sub-Saharan Africa,Comoros,Cosmetics,Offline,308054339,8980,437.2,263.33,1561352.6
Sub-Saharan Africa,Senegal,Fruits,Offline,879858815,8631,9.33,6.92,20800.71
Europe,Finland,Vegetables,Online,800352561,963,154.06,90.93,60794.19
Sub-Saharan Africa,Sao Tome and Principe,Baby Food,Online,783646905,7388,255.28,159.42,708213.68
Europe,Poland,Beverages,Offline,714165675,6348,47.45,31.79,99409.68
Asia,Turkmenistan,Meat,Offline,996645200,8317,421.89,364.69,475732.4
Middle East and North Africa,Saudi Arabia,Office Supplies,Offline,306134307,799,651.21,524.96,100873.75
Asia,Brunei,Snacks,Offline,537994325,3331,152.58,97.44,183671.34
Asia,Philippines,Cereal,Online,957899081,2480,205.7,117.11,219703.2
Asia,India,Office Supplies,Online,451834905,6844,651.21,524.96,864055
Sub-Saharan Africa,Cote d'Ivoire,Baby Food,Online,676100623,2054,255.28,159.42,196896.44
Australia and Oceania,Vanuatu,Snacks,Offline,207307565,5770,152.58,97.44,318157.8
Asia,Japan,Baby Food,Offline,392379558,2685,255.28,159.42,257384.1
Australia and Oceania,Nauru,Cosmetics,Online,398552930,9524,437.2,263.33,1655937.88
Middle East and North Africa,Pakistan,Office Supplies,Offline,363376510,39,651.21,524.96,4923.75
Middle East and North Africa,Morocco,Vegetables,Offline,944711625,18,154.06,90.93,1136.34
Sub-Saharan Africa,Cameroon,Household,Online,170732104,2279,668.27,502.54,377698.67
Europe,Croatia,Beverages,Offline,189924275,1668,47.45,31.79,26120.88
Asia,Thailand,Clothes,Offline,521086966,68,109.28,35.84,4993.92
Asia,Kyrgyzstan,Meat,Online,303331506,1388,421.89,364.69,79393.6
Europe,Poland,Meat,Online,546081721,6571,421.89,364.69,375861.2
Europe,Switzerland,Baby Food,Online,979073941,8591,255.28,159.42,823533.26
Sub-Saharan Africa,Sao Tome and Principe,Vegetables,Offline,502356994,7453,154.06,90.93,470507.89
Australia and Oceania,New Zealand,Meat,Online,336292207,5192,421.89,364.69,296982.4
Sub-Saharan Africa,Equatorial Guinea,Personal Care,Online,871553409,876,81.73,56.67,21952.56
Australia and Oceania,New Zealand,Personal Care,Offline,319126927,5604,81.73,56.67,140436.24
Sub-Saharan Africa,Liberia,Vegetables,Online,560311591,7506,154.06,90.93,473853.78
Europe,Bosnia and Herzegovina,Personal Care,Offline,396718728,6742,81.73,56.67,168954.52
Australia and Oceania,Marshall Islands,Fruits,Online,500272166,506,9.33,6.92,1219.46
Asia,South Korea,Snacks,Online,263208234,8020,152.58,97.44,442222.8
Europe,Hungary,Beverages,Offline,948075759,5540,47.45,31.79,86756.4
Europe,Sweden,Cereal,Offline,737736070,1352,205.7,117.11,119773.68
Europe,Slovakia,Household,Offline,585362994,773,668.27,502.54,128109.29
Middle East and North Africa,Morocco,Baby Food,Offline,164442861,1152,255.28,159.42,110430.72
Australia and Oceania,Samoa ,Office Supplies,Online,118774497,6868,651.21,524.96,867085
Australia and Oceania,Papua New Guinea,Baby Food,Online,712469232,4333,255.28,159.42,415361.38
Sub-Saharan Africa,Ghana,Baby Food,Offline,479950892,6989,255.28,159.42,669965.54
Sub-Saharan Africa,Niger,Vegetables,Online,275955808,311,154.06,90.93,19633.43
Asia,India,Baby Food,Offline,125532805,6802,255.28,159.42,652039.72
Asia,Philippines,Clothes,Online,574043214,998,109.28,35.84,73293.12
Middle East and North Africa,Jordan,Personal Care,Online,437160861,4468,81.73,56.67,111968.08
Europe,Czech Republic,Baby Food,Offline,850872075,810,255.28,159.42,77646.6
Australia and Oceania,East Timor,Snacks,Offline,321475684,654,152.58,97.44,36061.56
Europe,Bosnia and Herzegovina,Office Supplies,Offline,575583016,6660,651.21,524.96,840825
Middle East and North Africa,Bahrain,Meat,Offline,710117900,8522,421.89,364.69,487458.4
Asia,Nepal,Fruits,Offline,342316663,7962,9.33,6.92,19188.42
Asia,Maldives,Cosmetics,Offline,959728133,3737,437.2,263.33,649752.19
Australia and Oceania,Tuvalu,Vegetables,Offline,970213639,6631,154.06,90.93,418615.03
Asia,Philippines,Cereal,Offline,651947009,4463,205.7,117.11,395377.17
North America,United States of America,Vegetables,Offline,803414571,7080,154.06,90.93,446960.4
Sub-Saharan Africa,Tanzania,Fruits,Offline,493415153,1363,9.33,6.92,3284.83
Central America and the Caribbean,Barbados,Household,Offline,211060082,6223,668.27,502.54,1031337.79
Europe,Kosovo,Meat,Offline,515773189,7603,421.89,364.69,434891.6
Asia,Nepal,Office Supplies,Offline,687290799,3475,651.21,524.96,438718.75
Sub-Saharan Africa,Guinea-Bissau,Fruits,Online,975661742,8846,9.33,6.92,21318.86
Europe,Monaco,Personal Care,Online,351247346,750,81.73,56.67,18795
Europe,Portugal,Beverages,Offline,554721438,3256,47.45,31.79,50988.96
Asia,Turkmenistan,Clothes,Online,247070348,2461,109.28,35.84,180735.84
Asia,Thailand,Meat,Online,859592902,1497,421.89,364.69,85628.4
Australia and Oceania,Vanuatu,Vegetables,Online,743900430,5523,154.06,90.93,348666.99
Sub-Saharan Africa,Central African Republic,Household,Online,121916759,6733,668.27,502.54,1115860.09
Asia,Maldives,Personal Care,Online,635878217,9350,81.73,56.67,234311
Europe,Germany,Cereal,Offline,398333632,4629,205.7,117.11,410083.11
Sub-Saharan Africa,Botswana,Cosmetics,Online,742144334,5855,437.2,263.33,1018008.85
Europe,Vatican City,Beverages,Online,370484149,3348,47.45,31.79,52429.68
Europe,Denmark,Baby Food,Offline,306839406,9454,255.28,159.42,906260.44
Sub-Saharan Africa,South Sudan,Fruits,Online,745008933,3554,9.33,6.92,8565.14
Sub-Saharan Africa,Senegal,Vegetables,Online,599104058,7059,154.06,90.93,445634.67
Europe,Estonia,Beverages,Offline,653548610,8412,47.45,31.79,131731.92
Europe,Belarus,Vegetables,Online,413078916,8086,154.06,90.93,510469.18
Asia,Myanmar,Vegetables,Online,352743804,3585,154.06,90.93,226321.05
Australia and Oceania,New Zealand,Baby Food,Online,567904603,4447,255.28,159.42,426289.42
North America,United States of America,Snacks,Online,324235141,7238,152.58,97.44,399103.32
Europe,Italy,Snacks,Online,307721745,558,152.58,97.44,30768.12
Europe,Kosovo,Office Supplies,Online,374663245,35,651.21,524.96,4418.75
Europe,Ireland,Vegetables,Offline,901670968,3331,154.06,90.93,210286.03
Central America and the Caribbean,Antigua and Barbuda ,Snacks,Online,535668742,5139,152.58,97.44,283364.46
Asia,Bangladesh,Household,Offline,243892896,2183,668.27,502.54,361788.59
Middle East and North Africa,Lebanon,Clothes,Offline,163892257,8216,109.28,35.84,603383.04
North America,Greenland,Household,Offline,953528153,9025,668.27,502.54,1495713.25
Sub-Saharan Africa,Guinea,Fruits,Online,640974414,7428,9.33,6.92,17901.48
North America,United States of America,Baby Food,Offline,474717366,8273,255.28,159.42,793049.78
Australia and Oceania,East Timor,Meat,Online,873555839,3440,421.89,364.69,196768
Sub-Saharan Africa,Niger,Cereal,Online,976601159,6840,205.7,117.11,605955.6
Central America and the Caribbean,El Salvador,Fruits,Offline,893277156,9416,9.33,6.92,22692.56
Europe,Montenegro,Cosmetics,Offline,353320157,4141,437.2,263.33,719995.67
Australia and Oceania,Palau,Baby Food,Offline,956778991,1020,255.28,159.42,97777.2
Sub-Saharan Africa,Botswana,Baby Food,Offline,324014985,2089,255.28,159.42,200251.54
Europe,Norway,Cereal,Offline,645701968,6416,205.7,117.11,568393.44
Asia,Maldives,Fruits,Offline,132826268,5099,9.33,6.92,12288.59
Sub-Saharan Africa,Cote d'Ivoire,Meat,Offline,666686713,6269,421.89,364.69,358586.8
Europe,Poland,Office Supplies,Online,148894631,85,651.21,524.96,10731.25
Sub-Saharan Africa,Democratic Republic of the Congo,Beverages,Online,151373851,3741,47.45,31.79,58584.06
Sub-Saharan Africa,Sierra Leone,Personal Care,Offline,966360700,6461,81.73,56.67,161912.66
Central America and the Caribbean,Honduras,Baby Food,Online,256404006,4498,255.28,159.42,431178.28
Central America and the Caribbean,Grenada,Household,Online,704365098,6140,668.27,502.54,1017582.2
Sub-Saharan Africa,Namibia,Baby Food,Online,563417804,6703,255.28,159.42,642549.58
Middle East and North Africa,Morocco,Vegetables,Offline,407048451,3537,154.06,90.93,223290.81
Asia,Japan,Beverages,Offline,879055869,1021,47.45,31.79,15988.86
Europe,Sweden,Baby Food,Online,443551385,5566,255.28,159.42,533556.76
Middle East and North Africa,Iran,Personal Care,Online,334958827,615,81.73,56.67,15411.9
Europe,Vatican City,Clothes,Offline,508014523,1642,109.28,35.84,120588.48
Europe,Lithuania,Office Supplies,Online,987767302,1150,651.21,524.96,145187.5
Central America and the Caribbean,Costa Rica,Meat,Offline,519578492,3677,421.89,364.69,210324.4
Middle East and North Africa,Egypt,Snacks,Offline,619121921,789,152.58,97.44,43505.46
Middle East and North Africa,Libya,Baby Food,Offline,622383916,6086,255.28,159.42,583403.96
Asia,Thailand,Clothes,Offline,835663306,197,109.28,35.84,14467.68
Middle East and North Africa,Pakistan,Personal Care,Online,285571420,5784,81.73,56.67,144947.04
Middle East and North Africa,Libya,Baby Food,Online,769032084,2538,255.28,159.42,243292.68
Sub-Saharan Africa,Botswana,Vegetables,Offline,103281629,2184,154.06,90.93,137875.92
Central America and the Caribbean,El Salvador,Cereal,Online,675868880,3476,205.7,117.11,307938.84
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,894655168,7200,9.33,6.92,17352
Sub-Saharan Africa,Comoros,Fruits,Online,137814319,1174,9.33,6.92,2829.34
Europe,Croatia,Baby Food,Offline,103832662,5247,255.28,159.42,502977.42
Middle East and North Africa,Pakistan,Personal Care,Offline,761509025,6298,81.73,56.67,157827.88
Sub-Saharan Africa,Sierra Leone,Beverages,Online,799954736,3238,47.45,31.79,50707.08
Asia,Malaysia,Snacks,Offline,778593623,2010,152.58,97.44,110831.4
Central America and the Caribbean,Antigua and Barbuda ,Cosmetics,Offline,877162015,588,437.2,263.33,102235.56
Europe,Malta,Personal Care,Online,445708739,3975,81.73,56.67,99613.5
Sub-Saharan Africa,Botswana,Household,Offline,254595124,9210,668.27,502.54,1526373.3
Sub-Saharan Africa,Chad,Baby Food,Online,244494998,358,255.28,159.42,34317.88
Sub-Saharan Africa,Lesotho,Cereal,Online,876394689,3519,205.7,117.11,311748.21
Central America and the Caribbean,Dominican Republic,Fruits,Online,881593024,1822,9.33,6.92,4391.02
Sub-Saharan Africa,Burundi,Clothes,Online,411701333,428,109.28,35.84,31432.32
Asia,Brunei,Baby Food,Online,588643443,1531,255.28,159.42,146761.66
Europe,Macedonia,Beverages,Offline,354655683,9353,47.45,31.79,146467.98
Asia,Uzbekistan,Clothes,Offline,522286880,5149,109.28,35.84,378142.56
Europe,Belarus,Office Supplies,Offline,624398362,2206,651.21,524.96,278507.5
Europe,Liechtenstein,Beverages,Online,264163959,840,47.45,31.79,13154.4
Sub-Saharan Africa,Seychelles ,Beverages,Offline,465069997,3402,47.45,31.79,53275.32
Europe,Russia,Office Supplies,Offline,520915305,9270,651.21,524.96,1170337.5
Australia and Oceania,Australia,Beverages,Offline,245811212,9855,47.45,31.79,154329.3
Europe,Armenia,Cereal,Online,424181544,3600,205.7,117.11,318924
Europe,United Kingdom,Office Supplies,Online,560762631,979,651.21,524.96,123598.75
Australia and Oceania,Vanuatu,Office Supplies,Offline,230603301,9496,651.21,524.96,1198870
Australia and Oceania,Palau,Vegetables,Online,429064881,8688,154.06,90.93,548473.44
Asia,South Korea,Household,Offline,421821200,5122,668.27,502.54,848869.06
Sub-Saharan Africa,Malawi,Office Supplies,Online,894858586,7396,651.21,524.96,933745
Asia,Tajikistan,Beverages,Offline,804475867,1141,47.45,31.79,17868.06
Sub-Saharan Africa,Niger,Baby Food,Offline,527284371,4018,255.28,159.42,385165.48
Asia,Turkmenistan,Beverages,Offline,510207927,718,47.45,31.79,11243.88
Asia,Sri Lanka,Vegetables,Offline,820482861,7967,154.06,90.93,502956.71
Middle East and North Africa,Tunisia ,Cosmetics,Online,695658004,9517,437.2,263.33,1654720.79
Australia and Oceania,Fiji,Cosmetics,Offline,793594682,1157,437.2,263.33,201167.59
Sub-Saharan Africa,Zambia,Baby Food,Online,942466723,5702,255.28,159.42,546593.72
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,590760457,8002,9.33,6.92,19284.82
Sub-Saharan Africa,Liberia,Office Supplies,Offline,157274711,9937,651.21,524.96,1254546.25
Sub-Saharan Africa,Benin,Beverages,Offline,581120812,5417,47.45,31.79,84830.22
Sub-Saharan Africa,Mali,Fruits,Offline,171722590,5385,9.33,6.92,12977.85
Europe,Moldova ,Office Supplies,Offline,458816373,2815,651.21,524.96,355393.75
Asia,Vietnam,Beverages,Offline,342450988,7712,47.45,31.79,120769.92
Europe,Netherlands,Household,Offline,142987763,2112,668.27,502.54,350021.76
Middle East and North Africa,Pakistan,Clothes,Offline,251100528,5081,109.28,35.84,373148.64
Middle East and North Africa,Turkey,Cosmetics,Online,677775609,7719,437.2,263.33,1342102.53
Sub-Saharan Africa,Democratic Republic of the Congo,Snacks,Offline,604311835,8156,152.58,97.44,449721.84
Sub-Saharan Africa,Botswana,Office Supplies,Online,632320535,6553,651.21,524.96,827316.25
Central America and the Caribbean,Barbados,Snacks,Online,533725535,101,152.58,97.44,5569.14
Sub-Saharan Africa,Equatorial Guinea,Personal Care,Online,600763165,8026,81.73,56.67,201131.56
Australia and Oceania,East Timor,Vegetables,Offline,295982253,6581,154.06,90.93,415458.53
Sub-Saharan Africa,The Gambia,Meat,Offline,502244126,4053,421.89,364.69,231831.6
Middle East and North Africa,Somalia,Personal Care,Offline,372722613,5759,81.73,56.67,144320.54
Europe,Andorra,Snacks,Offline,480904042,9048,152.58,97.44,498906.72
Middle East and North Africa,Egypt,Household,Offline,570587241,8299,668.27,502.54,1375393.27
Asia,Singapore,Cereal,Offline,905883538,9925,205.7,117.11,879255.75
Central America and the Caribbean,Saint Vincent and the Grenadines,Vegetables,Offline,921216762,7366,154.06,90.93,465015.58
Europe,Armenia,Vegetables,Online,571323239,6097,154.06,90.93,384903.61
Sub-Saharan Africa,Senegal,Cosmetics,Online,781251800,8623,437.2,263.33,1499281.01
Asia,Taiwan,Meat,Offline,296363770,9480,421.89,364.69,542256
Middle East and North Africa,Libya,Vegetables,Online,632332980,236,154.06,90.93,14898.68
Middle East and North Africa,Azerbaijan,Cosmetics,Offline,225145757,4487,437.2,263.33,780154.69
Europe,Italy,Snacks,Online,281100928,2866,152.58,97.44,158031.24
Middle East and North Africa,Libya,Snacks,Online,726809823,8033,152.58,97.44,442939.62
Europe,Croatia,Household,Online,659196269,9680,668.27,502.54,1604266.4
Europe,Bulgaria,Personal Care,Offline,595496594,9530,81.73,56.67,238821.8
Middle East and North Africa,Egypt,Cosmetics,Offline,223259627,6340,437.2,263.33,1102335.8
Sub-Saharan Africa,Guinea-Bissau,Vegetables,Online,650346696,894,154.06,90.93,56438.22
Europe,Ireland,Personal Care,Offline,354931628,1011,81.73,56.67,25335.66
Middle East and North Africa,Afghanistan,Snacks,Online,135500752,6539,152.58,97.44,360560.46
Central America and the Caribbean,Honduras,Cereal,Online,860852897,4357,205.7,117.11,385986.63
Middle East and North Africa,Qatar,Vegetables,Offline,320099389,3377,154.06,90.93,213190.01
Sub-Saharan Africa,Mali,Office Supplies,Offline,872664058,9542,651.21,524.96,1204677.5
Asia,Malaysia,Cereal,Offline,898283231,825,205.7,117.11,73086.75
Asia,Turkmenistan,Cereal,Online,647005736,2230,205.7,117.11,197555.7
Australia and Oceania,Solomon Islands,Beverages,Online,889192903,795,47.45,31.79,12449.7
Asia,Bhutan,Fruits,Online,665518558,585,9.33,6.92,1409.85
Europe,Spain,Meat,Offline,436969029,7701,421.89,364.69,440497.2
Asia,Taiwan,Cosmetics,Online,734843146,5272,437.2,263.33,916642.64
Europe,Moldova ,Vegetables,Online,810752236,8458,154.06,90.93,533953.54
Europe,Italy,Office Supplies,Offline,886620128,9453,651.21,524.96,1193441.25
Sub-Saharan Africa,Mozambique,Meat,Online,804683148,2480,421.89,364.69,141856
Australia and Oceania,Solomon Islands,Household,Online,477490127,8794,668.27,502.54,1457429.62
Australia and Oceania,Tonga,Snacks,Online,337902390,1681,152.58,97.44,92690.34
Europe,Finland,Cereal,Offline,889093768,1458,205.7,117.11,129164.22
Europe,Poland,Cereal,Online,454550588,475,205.7,117.11,42080.25
Asia,Turkmenistan,Clothes,Offline,128071677,8110,109.28,35.84,595598.4
Asia,North Korea,Personal Care,Online,623768365,5776,81.73,56.67,144746.56
Europe,Austria,Office Supplies,Online,926064479,1913,651.21,524.96,241516.25
Sub-Saharan Africa,Mali,Personal Care,Online,539696347,6997,81.73,56.67,175344.82
Australia and Oceania,Samoa ,Household,Offline,839712798,8532,668.27,502.54,1414008.36
